date	accomp	business	education	errands	home	leisure	shop_daily	shop_other	traveling	undefined	visit	work	notAtHome	notAtHomeExceptLeisureAndEdu	notAtHomeExceptEdu	notAtHome_22
20220717	49	28	57	29	-12	22	7	19	39	89	5	25	29	40	29	61
20220718	17	6	-39	3	-4	14	-8	0	10	96	-34	-23	0	-3	2	42
20220719	16	3	-37	0	-3	9	-8	1	8	98	-42	-20	-2	-4	0	43
20220720	12	5	-37	0	-4	10	-6	-5	9	102	-39	-20	-1	-3	1	37
20220721	13	2	-39	0	-4	11	-8	-1	10	87	-40	-20	-2	-4	1	37
20220722	23	-9	-43	8	-6	25	-2	5	21	108	-23	-28	3	-3	6	69
20220723	30	17	-10	8	-10	18	4	4	18	44	17	8	16	14	16	38
20220724	48	14	47	25	-11	20	7	22	35	85	10	27	27	37	27	56
20220725	11	3	-42	1	-4	11	-10	-3	10	113	-36	-23	-2	-4	0	39
20220726	14	3	-36	0	-4	9	-7	-1	11	97	-37	-20	-1	-3	1	34
20220727	20	8	-35	5	-6	14	-3	7	17	123	-32	-19	3	1	5	45
20220728	26	9	-40	8	-6	16	-3	7	19	101	-38	-20	4	1	6	48
20220729	26	-6	-43	11	-7	27	-1	8	24	114	-11	-28	5	-1	8	73
20220730	29	15	-13	10	-10	20	6	5	18	37	16	7	17	14	17	38
20220731	43	22	45	22	-10	17	-2	15	30	76	9	29	24	34	23	52
20220801	19	7	-39	3	-5	11	-7	4	13	135	-39	-22	0	-2	2	41
20220802	26	11	-35	9	-7	15	-2	8	20	144	-35	-18	5	4	7	52
20220803	29	16	-39	10	-7	16	0	11	21	149	-45	-18	6	5	8	55
20220804	27	14	-37	9	-7	17	-3	7	21	151	-34	-20	5	4	8	54
20220805	32	-5	-43	11	-8	28	0	9	27	159	-13	-28	7	1	9	78
20220806	38	19	-9	14	-11	21	5	5	22	55	11	3	19	17	19	44
20220807	62	21	51	32	-12	21	5	19	40	111	22	23	31	46	31	73
20220808	29	14	-36	11	-7	18	-1	11	18	148	-40	-19	6	4	9	49
20220809	27	14	-31	14	-8	19	-2	10	19	127	-19	-18	7	5	9	48
20220810	28	21	-19	14	-9	19	-1	7	21	145	-14	-14	10	8	11	49
20220811	33	21	-18	17	-9	20	0	12	24	124	-22	-14	11	9	12	50
20220812	42	5	-24	20	-11	34	4	12	31	159	14	-23	13	7	15	86
20220813	37	18	-3	14	-11	23	7	7	20	53	15	4	20	17	20	49
20220814	49	20	54	29	-12	23	3	21	34	78	0	25	28	38	28	53
20220815	26	18	-17	12	-8	18	-2	5	18	139	-30	-14	8	6	10	42
20220816	30	22	-16	15	-9	18	0	6	21	145	-19	-10	10	9	12	45
20220817	30	22	-14	13	-9	19	-1	4	19	124	-25	-10	10	8	12	44
20220818	37	23	-14	16	-10	23	1	11	24	139	-17	-12	13	10	14	55
20220819	41	5	-23	21	-11	35	5	13	32	169	19	-21	14	8	16	83
20220820	36	21	-15	15	-11	24	5	7	21	56	19	5	21	18	21	47
20220821	49	18	44	30	-12	24	3	20	34	76	14	24	29	37	29	50
20220822	26	20	-16	12	-9	22	-3	8	16	111	-12	-14	9	6	11	41
20220823	31	20	-16	19	-10	24	3	6	18	129	-15	-13	12	9	13	46
20220824	35	23	-18	16	-10	24	0	8	20	135	-15	-14	12	9	14	53
20220825	36	24	-19	16	-10	22	2	8	22	134	-24	-13	12	9	13	53
20220826	39	6	-22	20	-11	34	5	13	31	151	10	-21	14	8	16	80
20220827	29	14	-11	13	-11	24	5	6	18	40	21	5	19	15	20	42
20220828	46	26	46	33	-12	25	3	19	38	74	22	25	31	39	30	52
20220829	24	19	-14	16	-9	24	-3	7	15	101	-8	-15	10	6	11	37
20220830	31	20	-19	19	-10	27	0	7	15	107	-11	-15	12	7	13	47
20220831	35	22	-18	20	-10	29	1	10	18	118	-19	-14	13	9	15	59
20220901	37	27	-15	22	-12	32	3	6	19	112	-15	-13	16	11	17	54
20220902	40	7	-23	22	-12	43	3	11	26	130	18	-21	16	7	18	83
20220903	28	12	-13	14	-11	28	3	4	13	31	31	2	20	13	21	41
20220904	42	14	32	29	-12	27	2	7	28	56	42	28	29	33	29	49
20220905	31	18	-17	17	-9	27	3	6	11	101	-16	-15	11	6	13	44
20220906	28	18	-17	14	-9	19	0	8	18	127	-26	-11	10	8	11	47
20220907	26	22	-13	13	-9	14	0	12	21	131	-24	-7	10	10	11	42
20220908	27	20	-12	10	-8	12	1	9	20	149	-33	-10	8	8	9	39
20220909	35	3	-19	14	-9	24	2	8	26	125	16	-18	10	5	11	64
20220910	25	20	-9	6	-8	14	0	1	11	42	2	9	12	11	12	32
20220911	42	14	45	24	-10	16	2	17	28	70	26	31	23	33	23	41
20220912	24	23	-12	11	-8	12	-1	6	18	116	-20	-9	8	8	9	32
20220913	24	21	-13	10	-8	13	0	5	17	122	-25	-8	8	8	9	30
20220914	20	18	-15	8	-7	12	-4	1	13	101	-34	-11	6	4	7	31
20220915	33	21	-14	15	-9	19	2	7	21	123	-20	-9	11	10	12	42
20220916	33	3	-21	17	-10	31	1	5	25	134	8	-19	12	5	13	65
20220917	23	12	-13	10	-10	19	1	2	13	42	23	6	15	12	15	29
20220918	23	16	30	10	-7	10	-6	2	14	42	-3	34	13	19	13	34
20220919	16	14	-18	4	-5	7	-7	-1	8	95	-31	-14	2	1	3	23
20220920	19	16	-15	9	-7	13	-2	5	13	92	-20	-11	6	5	7	30
20220921	23	15	-12	13	-8	14	0	5	15	95	-14	-10	8	6	9	34
20220922	27	21	-14	15	-9	17	1	10	20	100	-17	-10	10	8	11	37
20220923	36	5	-23	17	-10	32	1	11	25	124	18	-21	12	5	14	63
20220924	24	14	-7	14	-10	21	3	3	12	34	22	5	17	12	17	31
20220925	36	18	41	20	-9	17	0	9	23	55	20	31	21	28	21	37
20220926	13	10	-20	-1	-4	2	-5	3	11	90	-35	-14	-1	-1	0	22
20220927	15	16	-19	3	-5	3	-4	0	11	76	-30	-13	1	1	2	20
20220928	16	10	-19	4	-5	7	-5	0	7	78	-34	-13	1	0	2	20
20220929	16	9	-20	7	-5	9	-3	3	11	69	-27	-14	2	1	4	22
20220930	29	-2	-22	12	-8	24	3	13	26	125	18	-24	7	2	9	56
20221001	14	-2	-16	2	-7	12	0	-1	10	19	13	-3	8	5	8	18
20221002	41	10	38	16	-9	13	-2	13	23	83	7	23	19	30	19	53
20221003	52	472	274	54	-7	-27	443	328	21	-58	-8	236	14	77	12	30
20221004	12	3	-36	1	-3	3	-1	9	11	108	-33	-19	-2	-2	-1	24
20221005	13	1	-36	0	-3	2	-4	6	8	98	-37	-17	-3	-3	-1	21
20221006	13	-2	-36	-1	-3	0	-5	6	10	95	-34	-17	-4	-3	-2	23
20221007	19	-12	-39	4	-4	13	0	8	16	118	-15	-27	-1	-4	1	48
20221008	14	7	-13	1	-6	5	0	1	7	36	-2	2	6	6	6	18
20221009	24	9	29	16	-7	8	-1	10	21	53	16	19	13	23	13	25
20221010	5	-4	-38	-5	-1	-2	-8	1	3	82	-48	-20	-7	-7	-6	13
20221011	5	-3	-32	-4	-1	-3	-5	6	6	84	-53	-17	-6	-5	-5	14
20221012	8	0	-36	-2	-2	-2	-6	4	7	79	-38	-18	-5	-4	-4	17
20221013	8	-3	-35	-3	-2	-1	-6	1	6	79	-39	-19	-6	-5	-4	20
20221014	12	-18	-42	-2	-2	8	-6	-2	7	84	-20	-28	-6	-10	-4	43
20221015	13	9	-12	-2	-5	2	-2	3	2	32	-5	3	3	4	3	17
20221016	24	2	36	14	-7	6	-5	13	17	52	25	14	11	20	11	21
20221017	4	10	-16	-2	-4	-2	-5	0	7	93	-26	-10	-2	-1	-1	11
20221018	9	6	-16	0	-3	-4	-3	3	9	88	-26	-9	-2	0	-1	11
20221019	11	6	-13	-1	-4	-3	-2	1	8	89	-27	-8	-1	1	0	12
20221020	10	4	-15	-2	-3	-4	-4	2	8	74	-33	-10	-3	-1	-2	14
20221021	18	-12	-23	1	-4	9	-3	4	11	95	-14	-22	-2	-5	0	43
20221022	16	6	-9	3	-6	4	2	3	7	39	3	3	6	7	6	18
20221023	17	8	29	10	-6	4	-5	9	12	45	10	18	9	16	9	20
20221024	9	3	-18	-1	-3	-3	-4	1	5	93	-32	-11	-3	-1	-2	15
20221025	15	15	-18	2	-5	-1	-1	9	11	102	-32	-6	1	4	2	19
20221026	20	15	-14	2	-6	0	1	8	13	96	-22	-6	3	5	3	24
20221027	21	16	-14	6	-6	2	3	13	15	101	-33	-7	4	6	5	26
20221028	33	1	-23	11	-8	16	4	17	25	164	-8	-18	7	5	9	60
20221029	27	18	-7	7	-8	10	6	9	13	54	5	12	12	14	12	29
20221030	40	36	40	26	-10	13	36	26	31	103	27	33	23	40	23	33
20221031	36	6	-35	2	-4	5	-6	10	16	254	-42	-23	0	1	2	56
20221101	-3	-6	-67	-18	5	-3	-23	-13	-10	56	-54	-49	-21	-25	-18	12
20221102	17	18	-15	0	-5	-6	1	9	12	120	-30	-6	0	5	1	12
20221103	16	14	-14	0	-4	-7	-2	6	12	107	-29	-6	0	4	0	15
20221104	20	2	-20	2	-5	4	1	8	16	116	-15	-16	0	0	2	39
20221105	20	31	-12	4	-6	0	8	6	7	45	-9	17	6	12	6	14
20221106	18	22	20	7	-6	2	28	6	11	47	1	39	9	19	9	17
20221107	14	12	-15	-4	-3	-8	-3	4	7	105	-33	-7	-2	1	-2	9
20221108	17	16	-15	-3	-4	-9	1	6	10	101	-32	-5	-1	4	0	11
20221109	16	17	-15	-1	-4	-7	-1	8	12	113	-34	-6	0	4	1	13
20221110	20	15	-13	1	-5	-5	2	9	14	109	-37	-6	1	5	2	16
20221111	33	4	-23	7	-5	7	5	16	11	150	-11	-20	2	2	3	44
20221112	24	26	-19	9	-7	3	8	4	11	29	-2	12	7	12	8	13
20221113	22	24	24	13	-7	3	23	13	19	53	12	30	11	23	11	17
20221114	8	13	-16	-2	-3	-7	-4	2	7	90	-40	-9	-3	0	-2	8
20221115	11	15	-15	-3	-3	-8	-1	6	9	92	-37	-7	-2	2	-1	11
20221116	15	16	-24	4	-3	4	-2	1	-2	47	-22	-21	-2	-3	-1	14
20221117	18	14	-17	4	-5	5	-2	4	9	81	-30	-13	1	1	2	26
20221118	23	1	-19	3	-5	6	1	5	18	116	-14	-18	1	0	2	43
20221119	21	30	-8	2	-5	-1	6	5	2	32	-6	17	4	9	4	11
20221120	10	17	16	2	-5	-1	13	-3	1	28	6	36	4	10	3	15
20221121	8	8	-19	-5	-2	-9	-5	-2	3	85	-40	-12	-5	-3	-5	10
20221122	9	9	-17	-7	-2	-10	-5	2	4	80	-41	-9	-5	-2	-4	7
20221123	11	11	-17	-5	-3	-8	-3	1	4	87	-35	-9	-4	-1	-3	10
20221124	23	18	-14	6	-6	1	9	12	9	61	-25	-8	3	5	4	48
20221125	28	0	-25	5	-5	8	3	13	16	141	-13	-19	2	1	3	46
20221126	24	27	-2	4	-6	0	7	6	4	38	-7	16	5	10	5	12
20221127	19	27	24	7	-6	1	23	1	7	40	11	36	7	17	7	20
20221128	6	7	-22	-6	-2	-8	-6	-1	3	94	-41	-11	-5	-3	-4	13
20221129	13	11	-20	-4	-3	-10	-1	7	7	99	-40	-6	-3	2	-2	11
20221130	14	12	-19	-5	-3	-8	-3	5	8	96	-38	-7	-3	1	-2	13
20221201	20	14	-15	-1	-4	-6	0	9	11	116	-34	-7	0	4	0	19
20221202	21	-3	-24	1	-4	5	-2	6	12	109	-15	-19	-1	-2	0	42
20221203	23	27	-7	0	-5	0	5	4	2	34	-3	15	4	8	4	14
20221204	17	19	25	7	-6	1	19	-1	7	44	8	37	7	17	7	16
20221205	11	8	-19	-6	-2	-10	-5	0	3	86	-31	-11	-5	-2	-5	8
20221206	9	9	-19	-5	-2	-10	-2	4	6	102	-41	-8	-4	0	-3	10
20221207	12	10	-21	-3	-3	-8	-3	3	6	100	-37	-10	-4	0	-3	13
20221208	8	2	-25	-9	0	-12	-10	0	1	85	-42	-15	-9	-6	-8	10
20221209	21	-2	-25	0	-3	4	1	10	11	108	-12	-21	-2	-3	-1	42
20221210	16	25	-10	1	-5	-1	4	2	1	30	-2	18	3	7	3	12
20221211	16	22	23	5	-5	0	22	1	6	45	0	34	6	16	6	18
20221212	15	11	-22	-2	-3	-8	-1	3	5	105	-37	-12	-3	0	-2	12
20221213	13	12	-20	-3	-3	-9	-1	4	6	103	-42	-10	-3	0	-3	11
20221214	12	11	-20	-4	-2	-9	-2	4	5	100	-41	-10	-4	-1	-3	13
20221215	16	11	-20	-1	-3	-6	-1	7	8	107	-35	-11	-2	1	-1	17
20221216	23	-3	-27	2	-4	5	2	7	13	122	-13	-22	-1	-2	0	43
20221217	17	24	-20	-2	-5	-1	3	-3	-1	33	-11	14	2	5	2	10
20221218	10	13	17	4	-5	0	21	0	0	35	-3	34	4	12	4	17
20221219	10	6	-28	-5	-1	-9	-6	2	1	101	-40	-16	-7	-4	-6	11
20221220	12	9	-23	-4	-2	-10	-2	2	6	110	-41	-14	-5	-2	-4	11
20221221	14	7	-26	-4	-2	-7	-3	6	9	115	-42	-15	-5	-2	-4	16
20221222	18	6	-29	-2	-2	-3	-5	6	14	147	-48	-21	-4	-2	-3	26
20221223	13	-14	-52	-4	0	5	-7	-3	14	115	-30	-38	-9	-12	-7	41
20221224	11	10	-26	-7	-4	2	-3	-16	-7	-7	-8	3	-1	-4	-1	13
20221225	20	9	17	3	-5	3	5	-6	9	32	3	34	7	14	7	34
20221226	40	462	286	33	-5	-37	418	292	13	-63	-24	253	4	66	2	25
20221227	-2	-22	-58	-15	4	-7	-17	-5	-4	97	-53	-41	-19	-21	-17	16
20221228	2	-19	-56	-15	4	-8	-15	-3	-3	91	-57	-40	-18	-20	-16	18
20221229	4	-17	-56	-13	3	-6	-12	-1	-1	96	-59	-41	-17	-18	-15	21
20221230	3	-26	-57	-11	3	1	-10	-1	2	101	-39	-43	-15	-19	-13	31
20221231	13	-4	-29	-12	-5	11	-14	-33	-18	24	-8	8	1	-9	2	33
